 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 7.2023    Time:   9: 6:24
 Units: L = cm   , T = hours, M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.3086E-04      -1  -0.480E-01   20.00
   2    -0.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.2843E-04      -1  -0.480E-01   20.00
   3    -1.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.2607E-04      -1  -0.480E-01   20.00
   4    -1.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.2379E-04      -1  -0.480E-01   20.00
   5    -2.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.2158E-04      -1  -0.480E-01   20.00
   6    -2.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.1944E-04      -1  -0.480E-01   20.00
   7    -3.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.1738E-04      -1  -0.480E-01   20.00
   8    -3.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.1539E-04      -1  -0.480E-01   20.00
   9    -4.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.1348E-04      -1  -0.480E-01   20.00
  10    -4.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.1164E-04      -1  -0.480E-01   20.00
  11    -5.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.9870E-05      -1  -0.480E-01   20.00
  12    -5.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.8178E-05      -1  -0.480E-01   20.00
  13    -6.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.6561E-05      -1  -0.480E-01   20.00
  14    -6.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.5017E-05      -1  -0.480E-01   20.00
  15    -7.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.3548E-05      -1  -0.480E-01   20.00
  16    -7.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.2153E-05      -1  -0.480E-01   20.00
  17    -8.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.8314E-06      -1  -0.480E-01   20.00
  18    -8.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.0000E+00      -1  -0.480E-01   20.00
  19    -9.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.0000E+00      -1  -0.480E-01   20.00
  20    -9.5000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.0000E+00      -1  -0.480E-01   20.00
  21   -10.0000    -100.000 0.3657   0.4427E+01  0.3915E-03 -0.4427E+01  0.0000E+00      -1  -0.480E-01   20.00
