 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Welcome to HYDRUS-1D                                                  *
 *                                                                      *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)...............  0
 No. of observations.................(NOBb).............1529


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............     0.034
 Saturated moisture content..........(WCS)............     0.369
 First coefficient...................(ALPHA)..........     0.014
 Second coefficient..................(N)..............     1.483
 Saturated conductivity..............(CONDS).......... .2348E+01
 Pore connectivity factor............(L)..............     0.500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
   832   1552.000      0.115       2     1      1.000000
   833   1553.000      0.114       2     1      1.000000
   834   1554.000      0.111       2     1      1.000000
   835   1555.000      0.109       2     1      1.000000
   836   1556.000      0.105       2     1      1.000000
   837   1557.000      0.195       2     1      1.000000
   838   1558.000      0.218       2     1      1.000000
   839   1559.000      0.206       2     1      1.000000
   840   1560.000      0.200       2     1      1.000000
   841   1561.000      0.196       2     1      1.000000
   842   1562.000      0.192       2     1      1.000000
   843   1563.000      0.190       2     1      1.000000
   844   1564.000      0.188       2     1      1.000000
   845   1565.000      0.186       2     1      1.000000
   846   1566.000      0.185       2     1      1.000000
   847   1567.000      0.183       2     1      1.000000
   848   1568.000      0.183       2     1      1.000000
   849   1569.000      0.182       2     1      1.000000
   850   1570.000      0.178       2     1      1.000000
   851   1571.000      0.173       2     1      1.000000
   852   1572.000      0.166       2     1      1.000000
   853   1573.000      0.158       2     1      1.000000
   854   1574.000      0.150       2     1      1.000000
   855   1575.000      0.144       2     1      1.000000
   856   1576.000      0.137       2     1      1.000000
   857   1577.000      0.131       2     1      1.000000
   858   1578.000      0.125       2     1      1.000000
   859   1579.000      0.119       2     1      1.000000
   860   1580.000      0.126       2     1      1.000000
   861   1581.000      0.131       2     1      1.000000
   862   1582.000      0.131       2     1      1.000000
   863   1583.000      0.130       2     1      1.000000
   864   1584.000      0.129       2     1      1.000000
   865   1585.000      0.128       2     1      1.000000
   866   1586.000      0.127       2     1      1.000000
   867   1587.000      0.127       2     1      1.000000
   868   1588.000      0.126       2     1      1.000000
   869   1589.000      0.126       2     1      1.000000
   870   1590.000      0.125       2     1      1.000000
   871   1591.000      0.124       2     1      1.000000
   872   1592.000      0.124       2     1      1.000000
   873   1593.000      0.125       2     1      1.000000
   874   1594.000      0.125       2     1      1.000000
   875   1595.000      0.124       2     1      1.000000
   876   1596.000      0.123       2     1      1.000000
   877   1597.000      0.120       2     1      1.000000
   878   1598.000      0.119       2     1      1.000000
   879   1599.000      0.120       2     1      1.000000
   880   1600.000      0.119       2     1      1.000000
   881   1601.000      0.117       2     1      1.000000
   882   1602.000      0.115       2     1      1.000000
   883   1603.000      0.112       2     1      1.000000
   884   1604.000      0.107       2     1      1.000000
   885   1605.000      0.105       2     1      1.000000
   886   1606.000      0.104       2     1      1.000000
   887   1607.000      0.103       2     1      1.000000
   888   1608.000      0.102       2     1      1.000000
   889   1609.000      0.102       2     1      1.000000
   890   1610.000      0.101       2     1      1.000000
   891   1611.000      0.101       2     1      1.000000
   892   1612.000      0.101       2     1      1.000000
   893   1613.000      0.101       2     1      1.000000
   894   1614.000      0.101       2     1      1.000000
   895   1615.000      0.101       2     1      1.000000
   896   1616.000      0.101       2     1      1.000000
   897   1617.000      0.102       2     1      1.000000
   898   1618.000      0.103       2     1      1.000000
   899   1619.000      0.102       2     1      1.000000
   900   1620.000      0.101       2     1      1.000000
   901   1621.000      0.102       2     1      1.000000
   902   1622.000      0.103       2     1      1.000000
   903   1623.000      0.104       2     1      1.000000
   904   1624.000      0.104       2     1      1.000000
   905   1625.000      0.103       2     1      1.000000
   906   1626.000      0.103       2     1      1.000000
   907   1627.000      0.102       2     1      1.000000
   908   1628.000      0.100       2     1      1.000000
   909   1629.000      0.100       2     1      1.000000
   910   1630.000      0.099       2     1      1.000000
   911   1631.000      0.099       2     1      1.000000
   912   1632.000      0.098       2     1      1.000000
   913   1633.000      0.098       2     1      1.000000
   914   1634.000      0.099       2     1      1.000000
   915   1635.000      0.101       2     1      1.000000
   916   1636.000      0.112       2     1      1.000000
   917   1637.000      0.122       2     1      1.000000
   918   1638.000      0.142       2     1      1.000000
   919   1639.000      0.163       2     1      1.000000
   920   1640.000      0.164       2     1      1.000000
   921   1641.000      0.161       2     1      1.000000
   922   1642.000      0.159       2     1      1.000000
   923   1643.000      0.157       2     1      1.000000
   924   1644.000      0.151       2     1      1.000000
   925   1645.000      0.144       2     1      1.000000
   926   1646.000      0.137       2     1      1.000000
   927   1647.000      0.132       2     1      1.000000
   928   1648.000      0.127       2     1      1.000000
   929   1649.000      0.123       2     1      1.000000
   930   1650.000      0.117       2     1      1.000000
   931   1651.000      0.112       2     1      1.000000
   932   1652.000      0.110       2     1      1.000000
   933   1653.000      0.108       2     1      1.000000
   934   1654.000      0.106       2     1      1.000000
   935   1655.000      0.105       2     1      1.000000
   936   1656.000      0.105       2     1      1.000000
   937   1657.000      0.104       2     1      1.000000
   938   1658.000      0.103       2     1      1.000000
   939   1659.000      0.103       2     1      1.000000
   940   1660.000      0.103       2     1      1.000000
   941   1661.000      0.102       2     1      1.000000
   942   1662.000      0.102       2     1      1.000000
   943   1663.000      0.101       2     1      1.000000
   944   1664.000      0.102       2     1      1.000000
   945   1665.000      0.103       2     1      1.000000
   946   1666.000      0.171       2     1      1.000000
   947   1667.000      0.210       2     1      1.000000
   948   1668.000      0.194       2     1      1.000000
   949   1669.000      0.183       2     1      1.000000
   950   1670.000      0.173       2     1      1.000000
   951   1671.000      0.164       2     1      1.000000
   952   1672.000      0.152       2     1      1.000000
   953   1673.000      0.141       2     1      1.000000
   954   1674.000      0.131       2     1      1.000000
   955   1675.000      0.124       2     1      1.000000
   956   1676.000      0.118       2     1      1.000000
   957   1677.000      0.115       2     1      1.000000
   958   1678.000      0.113       2     1      1.000000
   959   1679.000      0.112       2     1      1.000000
   960   1680.000      0.111       2     1      1.000000
   961   1681.000      0.110       2     1      1.000000
   962   1682.000      0.109       2     1      1.000000
   963   1683.000      0.109       2     1      1.000000
   964   1684.000      0.108       2     1      1.000000
   965   1685.000      0.107       2     1      1.000000
   966   1686.000      0.107       2     1      1.000000
   967   1687.000      0.107       2     1      1.000000
   968   1688.000      0.107       2     1      1.000000
   969   1689.000      0.108       2     1      1.000000
   970   1690.000      0.110       2     1      1.000000
   971   1691.000      0.111       2     1      1.000000
   972   1692.000      0.112       2     1      1.000000
   973   1693.000      0.111       2     1      1.000000
   974   1694.000      0.112       2     1      1.000000
   975   1695.000      0.113       2     1      1.000000
   976   1696.000      0.113       2     1      1.000000
   977   1697.000      0.109       2     1      1.000000
   978   1698.000      0.107       2     1      1.000000
   979   1699.000      0.108       2     1      1.000000
   980   1700.000      0.106       2     1      1.000000
   981   1701.000      0.190       2     1      1.000000
   982   1702.000      0.213       2     1      1.000000
   983   1703.000      0.203       2     1      1.000000
   984   1704.000      0.198       2     1      1.000000
   985   1705.000      0.195       2     1      1.000000
   986   1706.000      0.192       2     1      1.000000
   987   1707.000      0.190       2     1      1.000000
   988   1708.000      0.189       2     1      1.000000
   989   1709.000      0.187       2     1      1.000000
   990   1710.000      0.186       2     1      1.000000
   991   1711.000      0.184       2     1      1.000000
   992   1712.000      0.183       2     1      1.000000
   993   1713.000      0.182       2     1      1.000000
   994   1714.000      0.179       2     1      1.000000
   995   1715.000      0.177       2     1      1.000000
   996   1716.000      0.176       2     1      1.000000
   997   1717.000      0.175       2     1      1.000000
   998   1718.000      0.175       2     1      1.000000
   999   1719.000      0.175       2     1      1.000000
  1000   1720.000      0.176       2     1      1.000000
  1001   1721.000      0.180       2     1      1.000000
  1002   1722.000      0.180       2     1      1.000000
  1003   1723.000      0.179       2     1      1.000000
  1004   1724.000      0.176       2     1      1.000000
  1005   1725.000      0.175       2     1      1.000000
  1006   1726.000      0.174       2     1      1.000000
  1007   1727.000      0.173       2     1      1.000000
  1008   1728.000      0.172       2     1      1.000000
  1009   1729.000      0.172       2     1      1.000000
  1010   1730.000      0.171       2     1      1.000000
  1011   1731.000      0.171       2     1      1.000000
  1012   1732.000      0.170       2     1      1.000000
  1013   1733.000      0.170       2     1      1.000000
  1014   1734.000      0.169       2     1      1.000000
  1015   1735.000      0.169       2     1      1.000000
  1016   1736.000      0.168       2     1      1.000000
  1017   1737.000      0.168       2     1      1.000000
  1018   1738.000      0.165       2     1      1.000000
  1019   1739.000      0.161       2     1      1.000000
  1020   1740.000      0.155       2     1      1.000000
  1021   1741.000      0.149       2     1      1.000000
  1022   1742.000      0.143       2     1      1.000000
  1023   1743.000      0.138       2     1      1.000000
  1024   1744.000      0.133       2     1      1.000000
  1025   1745.000      0.129       2     1      1.000000
  1026   1746.000      0.123       2     1      1.000000
  1027   1747.000      0.119       2     1      1.000000
  1028   1748.000      0.117       2     1      1.000000
  1029   1749.000      0.115       2     1      1.000000
  1030   1750.000      0.114       2     1      1.000000
  1031   1751.000      0.113       2     1      1.000000
  1032   1752.000      0.112       2     1      1.000000
  1033   1753.000      0.112       2     1      1.000000
  1034   1754.000      0.111       2     1      1.000000
  1035   1755.000      0.111       2     1      1.000000
  1036   1756.000      0.110       2     1      1.000000
  1037   1757.000      0.110       2     1      1.000000
  1038   1758.000      0.110       2     1      1.000000
  1039   1759.000      0.110       2     1      1.000000
  1040   1760.000      0.110       2     1      1.000000
  1041   1761.000      0.112       2     1      1.000000
  1042   1762.000      0.112       2     1      1.000000
  1043   1763.000      0.113       2     1      1.000000
  1044   1764.000      0.113       2     1      1.000000
  1045   1765.000      0.114       2     1      1.000000
  1046   1766.000      0.114       2     1      1.000000
  1047   1767.000      0.115       2     1      1.000000
  1048   1768.000      0.113       2     1      1.000000
  1049   1769.000      0.111       2     1      1.000000
  1050   1770.000      0.108       2     1      1.000000
  1051   1771.000      0.107       2     1      1.000000
  1052   1772.000      0.106       2     1      1.000000
  1053   1773.000      0.105       2     1      1.000000
  1054   1774.000      0.104       2     1      1.000000
  1055   1775.000      0.103       2     1      1.000000
  1056   1776.000      0.103       2     1      1.000000
  1057   1777.000      0.103       2     1      1.000000
  1058   1778.000      0.103       2     1      1.000000
  1059   1779.000      0.107       2     1      1.000000
  1060   1780.000      0.118       2     1      1.000000
  1061   1781.000      0.120       2     1      1.000000
  1062   1782.000      0.120       2     1      1.000000
  1063   1783.000      0.120       2     1      1.000000
  1064   1784.000      0.120       2     1      1.000000
  1065   1785.000      0.120       2     1      1.000000
  1066   1786.000      0.119       2     1      1.000000
  1067   1787.000      0.119       2     1      1.000000
  1068   1788.000      0.118       2     1      1.000000
  1069   1789.000      0.118       2     1      1.000000
  1070   1790.000      0.119       2     1      1.000000
  1071   1791.000      0.119       2     1      1.000000
  1072   1792.000      0.119       2     1      1.000000
  1073   1793.000      0.116       2     1      1.000000
  1074   1794.000      0.112       2     1      1.000000
  1075   1795.000      0.110       2     1      1.000000
  1076   1796.000      0.108       2     1      1.000000
  1077   1797.000      0.170       2     1      1.000000
  1078   1798.000      0.195       2     1      1.000000
  1079   1799.000      0.193       2     1      1.000000
  1080   1800.000      0.190       2     1      1.000000
  1081   1801.000      0.188       2     1      1.000000
  1082   1802.000      0.187       2     1      1.000000
  1083   1803.000      0.188       2     1      1.000000
  1084   1804.000      0.199       2     1      1.000000
  1085   1805.000      0.204       2     1      1.000000
  1086   1806.000      0.201       2     1      1.000000
  1087   1807.000      0.197       2     1      1.000000
  1088   1808.000      0.194       2     1      1.000000
  1089   1809.000      0.193       2     1      1.000000
  1090   1810.000      0.191       2     1      1.000000
  1091   1811.000      0.188       2     1      1.000000
  1092   1812.000      0.186       2     1      1.000000
  1093   1813.000      0.181       2     1      1.000000
  1094   1814.000      0.177       2     1      1.000000
  1095   1815.000      0.173       2     1      1.000000
  1096   1816.000      0.168       2     1      1.000000
  1097   1817.000      0.164       2     1      1.000000
  1098   1818.000      0.160       2     1      1.000000
  1099   1819.000      0.157       2     1      1.000000
  1100   1820.000      0.152       2     1      1.000000
  1101   1821.000      0.150       2     1      1.000000
  1102   1822.000      0.148       2     1      1.000000
  1103   1823.000      0.148       2     1      1.000000
  1104   1824.000      0.148       2     1      1.000000
  1105   1825.000      0.147       2     1      1.000000
  1106   1826.000      0.146       2     1      1.000000
  1107   1827.000      0.146       2     1      1.000000
  1108   1828.000      0.146       2     1      1.000000
  1109   1829.000      0.145       2     1      1.000000
  1110   1830.000      0.145       2     1      1.000000
  1111   1831.000      0.145       2     1      1.000000
  1112   1832.000      0.145       2     1      1.000000
  1113   1833.000      0.145       2     1      1.000000
  1114   1834.000      0.144       2     1      1.000000
  1115   1835.000      0.142       2     1      1.000000
  1116   1836.000      0.139       2     1      1.000000
  1117   1837.000      0.136       2     1      1.000000
  1118   1838.000      0.134       2     1      1.000000
  1119   1839.000      0.132       2     1      1.000000
  1120   1840.000      0.126       2     1      1.000000
  1121   1841.000      0.120       2     1      1.000000
  1122   1842.000      0.119       2     1      1.000000
  1123   1843.000      0.118       2     1      1.000000
  1124   1844.000      0.116       2     1      1.000000
  1125   1845.000      0.113       2     1      1.000000
  1126   1846.000      0.112       2     1      1.000000
  1127   1847.000      0.112       2     1      1.000000
  1128   1848.000      0.111       2     1      1.000000
  1129   1849.000      0.110       2     1      1.000000
  1130   1850.000      0.110       2     1      1.000000
  1131   1851.000      0.110       2     1      1.000000
  1132   1852.000      0.109       2     1      1.000000
  1133   1853.000      0.109       2     1      1.000000
  1134   1854.000      0.109       2     1      1.000000
  1135   1855.000      0.109       2     1      1.000000
  1136   1856.000      0.109       2     1      1.000000
  1137   1857.000      0.110       2     1      1.000000
  1138   1858.000      0.113       2     1      1.000000
  1139   1859.000      0.114       2     1      1.000000
  1140   1860.000      0.116       2     1      1.000000
  1141   1861.000      0.116       2     1      1.000000
  1142   1862.000      0.117       2     1      1.000000
  1143   1863.000      0.119       2     1      1.000000
  1144   1864.000      0.117       2     1      1.000000
  1145   1865.000      0.114       2     1      1.000000
  1146   1866.000      0.112       2     1      1.000000
  1147   1867.000      0.117       2     1      1.000000
  1148   1868.000      0.209       2     1      1.000000
  1149   1869.000      0.203       2     1      1.000000
  1150   1870.000      0.195       2     1      1.000000
  1151   1871.000      0.190       2     1      1.000000
  1152   1872.000      0.187       2     1      1.000000
  1153   1873.000      0.184       2     1      1.000000
  1154   1874.000      0.181       2     1      1.000000
  1155   1875.000      0.179       2     1      1.000000
  1156   1876.000      0.178       2     1      1.000000
  1157   1877.000      0.176       2     1      1.000000
  1158   1878.000      0.174       2     1      1.000000
  1159   1879.000      0.173       2     1      1.000000
  1160   1880.000      0.172       2     1      1.000000
  1161   1881.000      0.170       2     1      1.000000
  1162   1882.000      0.167       2     1      1.000000
  1163   1883.000      0.163       2     1      1.000000
  1164   1884.000      0.156       2     1      1.000000
  1165   1885.000      0.149       2     1      1.000000
  1166   1886.000      0.145       2     1      1.000000
  1167   1887.000      0.141       2     1      1.000000
  1168   1888.000      0.136       2     1      1.000000
  1169   1889.000      0.131       2     1      1.000000
  1170   1890.000      0.126       2     1      1.000000
  1171   1891.000      0.122       2     1      1.000000
  1172   1892.000      0.117       2     1      1.000000
  1173   1893.000      0.115       2     1      1.000000
  1174   1894.000      0.113       2     1      1.000000
  1175   1895.000      0.112       2     1      1.000000
  1176   1896.000      0.111       2     1      1.000000
  1177   1897.000      0.110       2     1      1.000000
  1178   1898.000      0.110       2     1      1.000000
  1179   1899.000      0.109       2     1      1.000000
  1180   1900.000      0.108       2     1      1.000000
  1181   1901.000      0.108       2     1      1.000000
  1182   1902.000      0.108       2     1      1.000000
  1183   1903.000      0.108       2     1      1.000000
  1184   1904.000      0.108       2     1      1.000000
  1185   1905.000      0.110       2     1      1.000000
  1186   1906.000      0.112       2     1      1.000000
  1187   1907.000      0.113       2     1      1.000000
  1188   1908.000      0.114       2     1      1.000000
  1189   1909.000      0.114       2     1      1.000000
  1190   1910.000      0.117       2     1      1.000000
  1191   1911.000      0.120       2     1      1.000000
  1192   1912.000      0.119       2     1      1.000000
  1193   1913.000      0.118       2     1      1.000000
  1194   1914.000      0.115       2     1      1.000000
  1195   1915.000      0.112       2     1      1.000000
  1196   1916.000      0.108       2     1      1.000000
  1197   1917.000      0.106       2     1      1.000000
  1198   1918.000      0.189       2     1      1.000000
  1199   1919.000      0.220       2     1      1.000000
  1200   1920.000      0.209       2     1      1.000000
  1201   1921.000      0.204       2     1      1.000000
  1202   1922.000      0.202       2     1      1.000000
  1203   1923.000      0.200       2     1      1.000000
  1204   1924.000      0.199       2     1      1.000000
  1205   1925.000      0.198       2     1      1.000000
  1206   1926.000      0.197       2     1      1.000000
  1207   1927.000      0.196       2     1      1.000000
  1208   1928.000      0.196       2     1      1.000000
  1209   1929.000      0.195       2     1      1.000000
  1210   1930.000      0.192       2     1      1.000000
  1211   1931.000      0.186       2     1      1.000000
  1212   1932.000      0.179       2     1      1.000000
  1213   1933.000      0.172       2     1      1.000000
  1214   1934.000      0.166       2     1      1.000000
  1215   1935.000      0.158       2     1      1.000000
  1216   1936.000      0.148       2     1      1.000000
  1217   1937.000      0.140       2     1      1.000000
  1218   1938.000      0.132       2     1      1.000000
  1219   1939.000      0.125       2     1      1.000000
  1220   1940.000      0.121       2     1      1.000000
  1221   1941.000      0.118       2     1      1.000000
  1222   1942.000      0.117       2     1      1.000000
  1223   1943.000      0.116       2     1      1.000000
  1224   1944.000      0.115       2     1      1.000000
  1225   1945.000      0.115       2     1      1.000000
  1226   1946.000      0.114       2     1      1.000000
  1227   1947.000      0.114       2     1      1.000000
  1228   1948.000      0.114       2     1      1.000000
  1229   1949.000      0.113       2     1      1.000000
  1230   1950.000      0.113       2     1      1.000000
  1231   1951.000      0.113       2     1      1.000000
  1232   1952.000      0.113       2     1      1.000000
  1233   1953.000      0.114       2     1      1.000000
  1234   1954.000      0.116       2     1      1.000000
  1235   1955.000      0.202       2     1      1.000000
  1236   1956.000      0.224       2     1      1.000000
  1237   1957.000      0.208       2     1      1.000000
  1238   1958.000      0.200       2     1      1.000000
  1239   1959.000      0.191       2     1      1.000000
  1240   1960.000      0.179       2     1      1.000000
  1241   1961.000      0.168       2     1      1.000000
  1242   1962.000      0.156       2     1      1.000000
  1243   1963.000      0.147       2     1      1.000000
  1244   1964.000      0.140       2     1      1.000000
  1245   1965.000      0.137       2     1      1.000000
  1246   1966.000      0.136       2     1      1.000000
  1247   1967.000      0.135       2     1      1.000000
  1248   1968.000      0.134       2     1      1.000000
  1249   1969.000      0.133       2     1      1.000000
  1250   1970.000      0.133       2     1      1.000000
  1251   1971.000      0.133       2     1      1.000000
  1252   1972.000      0.132       2     1      1.000000
  1253   1973.000      0.132       2     1      1.000000
  1254   1974.000      0.131       2     1      1.000000
  1255   1975.000      0.131       2     1      1.000000
  1256   1976.000      0.131       2     1      1.000000
  1257   1977.000      0.132       2     1      1.000000
  1258   1978.000      0.131       2     1      1.000000
  1259   1979.000      0.128       2     1      1.000000
  1260   1980.000      0.125       2     1      1.000000
  1261   1981.000      0.123       2     1      1.000000
  1262   1982.000      0.124       2     1      1.000000
  1263   1983.000      0.124       2     1      1.000000
  1264   1984.000      0.123       2     1      1.000000
  1265   1985.000      0.121       2     1      1.000000
  1266   1986.000      0.118       2     1      1.000000
  1267   1987.000      0.115       2     1      1.000000
  1268   1988.000      0.111       2     1      1.000000
  1269   1989.000      0.113       2     1      1.000000
  1270   1990.000      0.220       2     1      1.000000
  1271   1991.000      0.208       2     1      1.000000
  1272   1992.000      0.201       2     1      1.000000
  1273   1993.000      0.197       2     1      1.000000
  1274   1994.000      0.194       2     1      1.000000
  1275   1995.000      0.192       2     1      1.000000
  1276   1996.000      0.191       2     1      1.000000
  1277   1997.000      0.190       2     1      1.000000
  1278   1998.000      0.189       2     1      1.000000
  1279   1999.000      0.187       2     1      1.000000
  1280   2000.000      0.187       2     1      1.000000
  1281   2001.000      0.186       2     1      1.000000
  1282   2002.000      0.183       2     1      1.000000
  1283   2003.000      0.177       2     1      1.000000
  1284   2004.000      0.170       2     1      1.000000
  1285   2005.000      0.163       2     1      1.000000
  1286   2006.000      0.157       2     1      1.000000
  1287   2007.000      0.149       2     1      1.000000
  1288   2008.000      0.141       2     1      1.000000
  1289   2009.000      0.133       2     1      1.000000
  1290   2010.000      0.128       2     1      1.000000
  1291   2011.000      0.123       2     1      1.000000
  1292   2012.000      0.121       2     1      1.000000
  1293   2013.000      0.119       2     1      1.000000
  1294   2014.000      0.118       2     1      1.000000
  1295   2015.000      0.117       2     1      1.000000
  1296   2016.000      0.117       2     1      1.000000
  1297   2017.000      0.117       2     1      1.000000
  1298   2018.000      0.117       2     1      1.000000
  1299   2019.000      0.116       2     1      1.000000
  1300   2020.000      0.116       2     1      1.000000
  1301   2021.000      0.116       2     1      1.000000
  1302   2022.000      0.116       2     1      1.000000
  1303   2023.000      0.116       2     1      1.000000
  1304   2024.000      0.116       2     1      1.000000
  1305   2025.000      0.117       2     1      1.000000
  1306   2026.000      0.118       2     1      1.000000
  1307   2027.000      0.117       2     1      1.000000
  1308   2028.000      0.116       2     1      1.000000
  1309   2029.000      0.116       2     1      1.000000
  1310   2030.000      0.119       2     1      1.000000
  1311   2031.000      0.118       2     1      1.000000
  1312   2032.000      0.115       2     1      1.000000
  1313   2033.000      0.117       2     1      1.000000
  1314   2034.000      0.113       2     1      1.000000
  1315   2035.000      0.111       2     1      1.000000
  1316   2036.000      0.110       2     1      1.000000
  1317   2037.000      0.108       2     1      1.000000
  1318   2038.000      0.107       2     1      1.000000
  1319   2039.000      0.107       2     1      1.000000
  1320   2040.000      0.106       2     1      1.000000
  1321   2041.000      0.106       2     1      1.000000
  1322   2042.000      0.105       2     1      1.000000
  1323   2043.000      0.105       2     1      1.000000
  1324   2044.000      0.104       2     1      1.000000
  1325   2045.000      0.104       2     1      1.000000
  1326   2046.000      0.104       2     1      1.000000
  1327   2047.000      0.103       2     1      1.000000
  1328   2048.000      0.104       2     1      1.000000
  1329   2049.000      0.202       2     1      1.000000
  1330   2050.000      0.217       2     1      1.000000
  1331   2051.000      0.202       2     1      1.000000
  1332   2052.000      0.193       2     1      1.000000
  1333   2053.000      0.184       2     1      1.000000
  1334   2054.000      0.177       2     1      1.000000
  1335   2055.000      0.168       2     1      1.000000
  1336   2056.000      0.157       2     1      1.000000
  1337   2057.000      0.146       2     1      1.000000
  1338   2058.000      0.136       2     1      1.000000
  1339   2059.000      0.129       2     1      1.000000
  1340   2060.000      0.125       2     1      1.000000
  1341   2061.000      0.123       2     1      1.000000
  1342   2062.000      0.122       2     1      1.000000
  1343   2063.000      0.121       2     1      1.000000
  1344   2064.000      0.120       2     1      1.000000
  1345   2065.000      0.119       2     1      1.000000
  1346   2066.000      0.119       2     1      1.000000
  1347   2067.000      0.119       2     1      1.000000
  1348   2068.000      0.118       2     1      1.000000
  1349   2069.000      0.118       2     1      1.000000
  1350   2070.000      0.118       2     1      1.000000
  1351   2071.000      0.118       2     1      1.000000
  1352   2072.000      0.118       2     1      1.000000
  1353   2073.000      0.118       2     1      1.000000
  1354   2074.000      0.120       2     1      1.000000
  1355   2075.000      0.118       2     1      1.000000
  1356   2076.000      0.118       2     1      1.000000
  1357   2077.000      0.117       2     1      1.000000
  1358   2078.000      0.120       2     1      1.000000
  1359   2079.000      0.122       2     1      1.000000
  1360   2080.000      0.121       2     1      1.000000
  1361   2081.000      0.120       2     1      1.000000
  1362   2082.000      0.117       2     1      1.000000
  1363   2083.000      0.114       2     1      1.000000
  1364   2084.000      0.112       2     1      1.000000
  1365   2085.000      0.147       2     1      1.000000
  1366   2086.000      0.220       2     1      1.000000
  1367   2087.000      0.202       2     1      1.000000
  1368   2088.000      0.196       2     1      1.000000
  1369   2089.000      0.192       2     1      1.000000
  1370   2090.000      0.189       2     1      1.000000
  1371   2091.000      0.187       2     1      1.000000
  1372   2092.000      0.185       2     1      1.000000
  1373   2093.000      0.183       2     1      1.000000
  1374   2094.000      0.182       2     1      1.000000
  1375   2095.000      0.181       2     1      1.000000
  1376   2096.000      0.180       2     1      1.000000
  1377   2097.000      0.179       2     1      1.000000
  1378   2098.000      0.176       2     1      1.000000
  1379   2099.000      0.169       2     1      1.000000
  1380   2100.000      0.161       2     1      1.000000
  1381   2101.000      0.152       2     1      1.000000
  1382   2102.000      0.146       2     1      1.000000
  1383   2103.000      0.139       2     1      1.000000
  1384   2104.000      0.133       2     1      1.000000
  1385   2105.000      0.128       2     1      1.000000
  1386   2106.000      0.123       2     1      1.000000
  1387   2107.000      0.118       2     1      1.000000
  1388   2108.000      0.114       2     1      1.000000
  1389   2109.000      0.132       2     1      1.000000
  1390   2110.000      0.245       2     1      1.000000
  1391   2111.000      0.223       2     1      1.000000
  1392   2112.000      0.218       2     1      1.000000
  1393   2113.000      0.215       2     1      1.000000
  1394   2114.000      0.213       2     1      1.000000
  1395   2115.000      0.212       2     1      1.000000
  1396   2116.000      0.211       2     1      1.000000
  1397   2117.000      0.210       2     1      1.000000
  1398   2118.000      0.209       2     1      1.000000
  1399   2119.000      0.208       2     1      1.000000
  1400   2120.000      0.207       2     1      1.000000
  1401   2121.000      0.207       2     1      1.000000
  1402   2122.000      0.202       2     1      1.000000
  1403   2123.000      0.196       2     1      1.000000
  1404   2124.000      0.188       2     1      1.000000
  1405   2125.000      0.180       2     1      1.000000
  1406   2126.000      0.172       2     1      1.000000
  1407   2127.000      0.162       2     1      1.000000
  1408   2128.000      0.152       2     1      1.000000
  1409   2129.000      0.143       2     1      1.000000
  1410   2130.000      0.134       2     1      1.000000
  1411   2131.000      0.127       2     1      1.000000
  1412   2132.000      0.122       2     1      1.000000
  1413   2133.000      0.120       2     1      1.000000
  1414   2134.000      0.119       2     1      1.000000
  1415   2135.000      0.118       2     1      1.000000
  1416   2136.000      0.117       2     1      1.000000
  1417   2137.000      0.117       2     1      1.000000
  1418   2138.000      0.116       2     1      1.000000
  1419   2139.000      0.116       2     1      1.000000
  1420   2140.000      0.116       2     1      1.000000
  1421   2141.000      0.115       2     1      1.000000
  1422   2142.000      0.115       2     1      1.000000
  1423   2143.000      0.115       2     1      1.000000
  1424   2144.000      0.115       2     1      1.000000
  1425   2145.000      0.117       2     1      1.000000
  1426   2146.000      0.118       2     1      1.000000
  1427   2147.000      0.117       2     1      1.000000
  1428   2148.000      0.117       2     1      1.000000
  1429   2149.000      0.117       2     1      1.000000
  1430   2150.000      0.120       2     1      1.000000
  1431   2151.000      0.120       2     1      1.000000
  1432   2152.000      0.119       2     1      1.000000
  1433   2153.000      0.115       2     1      1.000000
  1434   2154.000      0.113       2     1      1.000000
  1435   2155.000      0.110       2     1      1.000000
  1436   2156.000      0.108       2     1      1.000000
  1437   2157.000      0.107       2     1      1.000000
  1438   2158.000      0.138       2     1      1.000000
  1439   2159.000      0.209       2     1      1.000000
  1440   2160.000      0.195       2     1      1.000000
  1441   2161.000      0.189       2     1      1.000000
  1442   2162.000      0.186       2     1      1.000000
  1443   2163.000      0.183       2     1      1.000000
  1444   2164.000      0.180       2     1      1.000000
  1445   2165.000      0.178       2     1      1.000000
  1446   2166.000      0.176       2     1      1.000000
  1447   2167.000      0.175       2     1      1.000000
  1448   2168.000      0.174       2     1      1.000000
  1449   2169.000      0.173       2     1      1.000000
  1450   2170.000      0.169       2     1      1.000000
  1451   2171.000      0.161       2     1      1.000000
  1452   2172.000      0.152       2     1      1.000000
  1453   2173.000      0.144       2     1      1.000000
  1454   2174.000      0.138       2     1      1.000000
  1455   2175.000      0.132       2     1      1.000000
  1456   2176.000      0.126       2     1      1.000000
  1457   2177.000      0.122       2     1      1.000000
  1458   2178.000      0.118       2     1      1.000000
  1459   2179.000      0.115       2     1      1.000000
  1460   2180.000      0.113       2     1      1.000000
